,RecipientEntityKey,RecipientEntityID,EntityPrefix,EntityType,RecipientName,IsNotRegistered,DoNotUse,IsDissolved,FullName,LastName,FirstName,MiddleInitial,RecipientAddress,RecipientCity,RecipientState,RecipientZip,IsContributingEntity,IsRecipientEntity,SupportCandidateEntityKey,IsCurrentExecutiveBranch,ContributorTypeGroup,ContributorTypeGroupDesc
119,657,06CAC00826,CAC,Candidate Committee,HARTNETT FOR MAYOR,,,,,,,,,,,,,1,-10,False,PCB,"Party, Candidate or Ballot Question Commitee"
120,659,06CAC00832,CAC,Candidate Committee,WALLMAN FOR LEGISLATURE,,,1.0,,,,,5696 SW 2 RD,CORTLAND,NE,68331,1.0,1,573,False,PCB,"Party, Candidate or Ballot Question Commitee"
121,660,06CAC00833,CAC,Candidate Committee,WEAVER FOR LEGISLATURE,,,,,,,,70531 RD 428,BEAVER CITY,NE,68926,,1,520,False,PCB,"Party, Candidate or Ballot Question Commitee"
122,661,06CAC00834,CAC,Candidate Committee,CITIZENS FOR A BETTER NEBRASKA,,,1.0,,,,,5001 SOUTH 65TH STREET,LINCOLN,NE,68516,1.0,1,-10,False,PCB,"Party, Candidate or Ballot Question Commitee"
123,662,06CAC00836,CAC,Candidate Committee,SIEGFRIED FOR SHERIFF,,,,,,,,1802 FIRST AVENUE,SCOTTSBLUFF,NE,69361,,1,5417,False,PCB,"Party, Candidate or Ballot Question Commitee"
124,663,06CAC00837,CAC,Candidate Committee,COMMITTEE TO ELECT JONI JONES SARPY COUNTY COMMISS,,,,,,,,821 WILSHIRE LANE,LAKE VILLA,IL,60046,,1,4988,False,PCB,"Party, Candidate or Ballot Question Commitee"
125,664,06CAC00838,CAC,Candidate Committee,JEROME KRAMER FOR SHERIFF,,,1.0,,,,,11979 N HWY 83,NORTH PLATTE,NE,69101,,1,47396,False,PCB,"Party, Candidate or Ballot Question Commitee"
126,665,06CAC00839,CAC,Candidate Committee,MARK CARD FOR SARPY COUNTY REGISTER DEEDS,1.0,,,,,,,NOT A REGISTERED COMMITTEE,MILLER,NE,68858,,1,4991,False,PCB,"Party, Candidate or Ballot Question Commitee"
127,666,06CAC00840,CAC,Candidate Committee,TOM MAUPIN FOR SARPY COUNTY COMMISSIONER #2,,,,,,,,,ZIP NOT VALID,NE,68500,,1,-10,False,PCB,"Party, Candidate or Ballot Question Commitee"
128,667,06CAC00844,CAC,Candidate Committee,DICK PIERCE FOR LEGISLATURE,,,,,,,,PO BOX 61 606 E 6TH ST,OVERTON,NE,68863,,1,43341,False,PCB,"Party, Candidate or Ballot Question Commitee"
129,668,06CAC00845,CAC,Candidate Committee,COOLEY FOR LEGISLATURE,,,,,,,,P.O. BOX 125,GREENWOOD,NE,68366,1.0,1,5186,False,PCB,"Party, Candidate or Ballot Question Commitee"
130,670,06CAC00847,CAC,Candidate Committee,LARAE EIFERT FOR LEGISLATURE,1.0,,,,,,,NOT A REGISTERED COMMITTEE,LINCOLN,NE,68503,,1,-10,False,PCB,"Party, Candidate or Ballot Question Commitee"
131,671,06CAC00848,CAC,Candidate Committee,RE-ELECT WAYNE E. BOYD COMMITTEE,,,,,,,,105 EAST 22ND STREET,S SIOUX CITY,NE,68776,,1,44652,False,PCB,"Party, Candidate or Ballot Question Commitee"
132,672,06CAC00849,CAC,Candidate Committee,COMMITTEE TO ELECT BARBARA A. CARPENTER CLERK DC,,,,,,,,4608 N 193 AVE CIR,ELKHORN,NE,68022,,1,5424,False,PCB,"Party, Candidate or Ballot Question Commitee"
133,673,06CAC00850,CAC,Candidate Committee,CAROL RUSSELL FOR REGENT,,,,,,,,8010 HICKORY ST,OMAHA,NE,68124,1.0,1,5200,False,PCB,"Party, Candidate or Ballot Question Commitee"
134,674,06CAC00851,CAC,Candidate Committee,ED SCHROCK FOR NPPD BOARD 6,,,1.0,,,,,74274 K ROAD,ELM CREEK,NE,68836,,1,44982,False,PCB,"Party, Candidate or Ballot Question Commitee"
135,675,06CAC00852,CAC,Candidate Committee,MARC KRAFT FOR LEGISLATURE,,,1.0,,,,,601 N 51ST,OMAHA,NE,68132,,1,43372,False,PCB,"Party, Candidate or Ballot Question Commitee"
136,676,06CAC00853,CAC,Candidate Committee,NELSON FOR LEGISLATURE,,,,,,,,6269 GLENWOOD RD,,,68102,1.0,1,5274,False,PCB,"Party, Candidate or Ballot Question Commitee"
137,677,06CAC00854,CAC,Candidate Committee,RITNOUR FOR GAGE COUNTY ATTORNEY,,,1.0,,,,,"72822 NORTH HWY 50, PO BOX 208",TECUMSEH,NE,68450,,1,49144,False,PCB,"Party, Candidate or Ballot Question Commitee"
138,678,06CAC00857,CAC,Candidate Committee,NEBRASKANS FOR SCHRAM,,,,,,,,14602 S. 234TH STREET,GRETNA,NE,68028,1.0,1,46309,False,PCB,"Party, Candidate or Ballot Question Commitee"
139,679,06CAC00863,CAC,Candidate Committee,HARTFIELD FOR LEGISLATURE (2008),,,,,,,,7623 PARK VIEW BLVD,LA VISTA,NE,68128-2541,,1,5193,False,PCB,"Party, Candidate or Ballot Question Commitee"
140,680,06CAC00864,CAC,Candidate Committee,CRYSTAL RHOADES FOR METRO COLLEGE BD,,,1.0,,,,,4565 SHIRLEY STREET,OMAHA,NE,68106,,1,5582,False,PCB,"Party, Candidate or Ballot Question Commitee"
141,681,06CAC00865,CAC,Candidate Committee,RICH HURLEY FOR PSC,,,,,,,,13310 EAGLE RUN DR,OMAHA,NE,68164,,1,48337,False,PCB,"Party, Candidate or Ballot Question Commitee"
142,682,06CAC00868,CAC,Candidate Committee,LAMMERS FOR CITY COUNCIL COMMITTEE,,,1.0,,,,,2033 CENTRAL AVE,KEARNEY,NE,68848,,1,5520,False,PCB,"Party, Candidate or Ballot Question Commitee"
143,683,06CAC00869,CAC,Candidate Committee,WATERCLAIM PEC,,,1.0,,,,,554 KRAMER STREET,IMPERIAL,NE,69033,1.0,1,-10,False,PCB,"Party, Candidate or Ballot Question Commitee"
144,684,06CAC00870,CAC,Candidate Committee,PHIL DITTBRENNER 4 SHERIFF,,,,,,,,115 SOUTH 6TH STREET,BEATRICE,NE,68310,,1,5101,False,PCB,"Party, Candidate or Ballot Question Commitee"
145,685,06CAC00871,CAC,Candidate Committee,GUSTAFSON FOR GAGE COUNTY SHERIFF,,,1.0,,,,,PO BOX 100,BEATRICE,NE,68310,,1,4965,False,PCB,"Party, Candidate or Ballot Question Commitee"
146,686,06CAC00872,CAC,Candidate Committee,ROETHEMEYER FOR COUNTY COMMISSIONER,,,1.0,,,,,1215 S POPLAR SUITE 100 PO BOX 1249,NORTH PLATTE,NE,69101,,1,44801,False,PCB,"Party, Candidate or Ballot Question Commitee"
147,687,06CAC00873,CAC,Candidate Committee,COMMITTEE TO ELECT BEN MATCHETT,,,,,,,,417 N 7TH ST,O'NEILL,NE,68763,,1,4966,False,PCB,"Party, Candidate or Ballot Question Commitee"
148,689,06CAC00875,CAC,Candidate Committee,DIERKS FOR LEGISLATURE (2010),,,,,,,,300 W HWY 275; PO BOX 292,DRESDEN,KS,67635,1.0,1,43353,False,PCB,"Party, Candidate or Ballot Question Commitee"
149,690,06CAC00876,CAC,Candidate Committee,HAFER FOR LEGISLATURE,,,1.0,,,,,612 27TH CIRCLE,BEATRICE,NE,68310,,1,5323,False,PCB,"Party, Candidate or Ballot Question Commitee"
150,691,06CAC00877,CAC,Candidate Committee,RICH JANSEN FOR COMMISSIONER,,,,,,,,20801 RUFF ROAD,GRETNA,NE,68028,,1,4986,False,PCB,"Party, Candidate or Ballot Question Commitee"
151,693,06CAC00881,CAC,Candidate Committee,EDWARD MCCLURE FOR LEGISLATURE COMMITTEE,,,,,,,,38400 US HWY 77,BLUE SPRINGS,NE,68318,,1,5176,False,PCB,"Party, Candidate or Ballot Question Commitee"
152,694,06CAC00882,CAC,Candidate Committee,JASON HAYES FOR NRD,1.0,,,,,,,NOT A REGISTERED COMMITTEE,LINCOLN,NE,68502,,1,48061,False,PCB,"Party, Candidate or Ballot Question Commitee"
153,700,06CAC00889,CAC,Candidate Committee,JIM THOMPSON FOR NRD,1.0,,,,,,,NOT A REGISTERED COMMITTEE,OMAHA,NE,68105,,1,-10,False,PCB,"Party, Candidate or Ballot Question Commitee"
154,701,06CAC00890,CAC,Candidate Committee,FRIENDS FOR PAM TUSA,,,,,,,,9042 LEAVENWORTH STREET,OMAHA,NE,68114,1.0,1,5426,False,PCB,"Party, Candidate or Ballot Question Commitee"
155,702,06CAC00891,CAC,Candidate Committee,MARY KAY BEGLEY FOR MUD,,,1.0,,,,,4180 CHICAGO ST,OMAHA,NE,68131,,1,5583,False,PCB,"Party, Candidate or Ballot Question Commitee"
156,704,06CAC00893,CAC,Candidate Committee,AMY LINDSAY FOR MUD BOARD,,,1.0,,,,,1002 NORTH 63RD STREET,OMAHA,NE,68132,,1,5522,False,PCB,"Party, Candidate or Ballot Question Commitee"
157,705,06CAC00894,CAC,Candidate Committee,WIMBERLEY FOR LEGISLATURE (VOLUNTARY FILING),,,,,,,,3615 N. 113TH CT. #5,,,68128,,1,5318,False,PCB,"Party, Candidate or Ballot Question Commitee"
158,706,06CAC00895,CAC,Candidate Committee,LEE MYERS FOR STATE LEGISLATURE,1.0,,,,,,,NOT A REGISTERED COMMITTEE,MILLER,NE,68858,,1,-10,False,PCB,"Party, Candidate or Ballot Question Commitee"
159,707,06CAC00896,CAC,Candidate Committee,OWEN FOR COUNTY CLERK,,,,,,,,3350 PRAIRIEVIEW DRIVE,LINCOLN,NE,68504,,1,5275,False,PCB,"Party, Candidate or Ballot Question Commitee"
160,708,06CAC00897,CAC,Candidate Committee,JAN DAVIS FOR SARPY COUNTY COMMISSIONER,,,,,,,,1018 TEKAMAH LANE,PAPILLION,NE,68046,,1,5170,False,PCB,"Party, Candidate or Ballot Question Commitee"
161,710,06CAC00899,CAC,Candidate Committee,GLENN BOOT JR. FOR GOVERNOR,1.0,,,,,,,NOT A REGISTERED COMMITTEE,ASHLAND,NE,68003,,1,-10,False,PCB,"Party, Candidate or Ballot Question Commitee"
162,711,06CAC00900,CAC,Candidate Committee,JAY STODDARD FOR SECRETARY OF STATE (2006),,,,,,,,1810 WEST CHARLES STREET,GRAND ISLAND,NE,68803,,1,47672,False,PCB,"Party, Candidate or Ballot Question Commitee"
163,718,06CAC00907,CAC,Candidate Committee,PATRICIA HANNAN LEGISLATURE #6,1.0,,,,,,,NOT A REGISTERED COMMITTEE,OMAHA,NE,68114,,1,48054,False,PCB,"Party, Candidate or Ballot Question Commitee"
164,720,06CAC00909,CAC,Candidate Committee,SCOTT YAHNKE LEGISLATURE #18,1.0,,,,,,,NOT A REGISTERED COMMITTEE,OMAHA,NE,68116,,1,5110,False,PCB,"Party, Candidate or Ballot Question Commitee"
165,727,06CAC00916,CAC,Candidate Committee,VAN ARGYRAKIS FOR REGENT #4,1.0,,,,,,,NOT A REGISTERED COMMITTEE,OMAHA,NE,68105,,1,-10,False,PCB,"Party, Candidate or Ballot Question Commitee"
166,729,06CAC00918,CAC,Candidate Committee,JACOBSEN FOR EDUCATION,,,1.0,,,,,5649 SW 112TH STREET,,,68339,,1,5137,False,PCB,"Party, Candidate or Ballot Question Commitee"
167,730,06CAC00919,CAC,Candidate Committee,PATRICIA H. TIMM FOR STATE BOARD OF EDUCATION,,,,,,,,1020 N. 21ST STREET,BEATRICE,NE,68310,,1,49730,False,PCB,"Party, Candidate or Ballot Question Commitee"
168,731,06CAC00920,CAC,Candidate Committee,DICK GALUSHA FOR EDUCATION #8,1.0,,,,,,,NOT A REGISTERED COMMITTEE,OMAHA,NE,68114,,1,-10,False,PCB,"Party, Candidate or Ballot Question Commitee"
169,739,06CAC00929,CAC,Candidate Committee,PROKOP COMMITTEE,,,1.0,,,,,"320 HICKORY ST, PO BOX 14",WILBER,NE,68465,,1,48642,False,PCB,"Party, Candidate or Ballot Question Commitee"
170,744,06CAC00935,CAC,Candidate Committee,ED BABBITT FOR MAYOR,,,1.0,,,,,1108 KINGSTON AVE,BELLEVUE,NE,68005,,1,6328,False,PCB,"Party, Candidate or Ballot Question Commitee"
171,745,06CAC00936,CAC,Candidate Committee,HOWARD FOR BOONE COUNTY SHERIFF,1.0,,,,,,,NOT A REGISTERED COMMITTEE,MILLER,NE,68858,,1,-10,False,PCB,"Party, Candidate or Ballot Question Commitee"
172,746,06CAC00937,CAC,Candidate Committee,SVOBODA FOR MAYOR,,,,,,,,7309 SKYHAWK CIRCLE,LINCOLN,NE,68506,1.0,1,43247,False,PCB,"Party, Candidate or Ballot Question Commitee"
173,747,06CAC00938,CAC,Candidate Committee,SCHWAB FOR LEGISLATURE,,,1.0,,,,,"311 5TH ST, PO BOX 388",FAIRBURY,NE,68352,,1,5562,False,PCB,"Party, Candidate or Ballot Question Commitee"
174,748,06CAC00939,CAC,Candidate Committee,VACANTI ELECTION COMMITTEE,1.0,,,,,,,NOT A REGISTERED COMMITTEE,MILLER,NE,68858,,1,-10,False,PCB,"Party, Candidate or Ballot Question Commitee"
175,749,06CAC00940,CAC,Candidate Committee,CITIZENS FOR FORD,,,,,,,,"203 SUNRISE LANE, PO BOX 19",CEDAR CREEK,NE,68016,,1,5376,False,PCB,"Party, Candidate or Ballot Question Commitee"
176,750,06CAC00941,CAC,Candidate Committee,SHELTON FOR GAGE COUNTY ATTORNEY,,,1.0,,,,,2014 S 3RD AVE,BEATRICE,NE,68310,,1,5526,False,PCB,"Party, Candidate or Ballot Question Commitee"
177,751,06CAC00942,CAC,Candidate Committee,FRIEND FOR MUD,,,,,,,,16309 BROWNE STREET,OMAHA,NE,68116,1.0,1,48391,False,PCB,"Party, Candidate or Ballot Question Commitee"
178,752,06CAC00943,CAC,Candidate Committee,GARY KIEL FOR METROPOLITAN COMMUNITY COLLEGE BOARD,,,,,,,,319 S 53 ST,OMAHA,NE,68132,,1,5569,False,PCB,"Party, Candidate or Ballot Question Commitee"
179,753,06CAC00944,CAC,Candidate Committee,FRIENDS OF TIM FOWLER,1.0,,,,,,,NOT A REGISTERED COMMITTEE,COMSTOCK,NE,68828,,1,-10,False,PCB,"Party, Candidate or Ballot Question Commitee"
180,754,06CAC00946,CAC,Candidate Committee,DAVID KLUG FOR NRD,1.0,,,,,,,NOT A REGISTERED COMMITTEE,MILLER,NE,68858,,1,26758,False,PCB,"Party, Candidate or Ballot Question Commitee"
181,755,06CAC00947,CAC,Candidate Committee,CITIZENS IN SUPPORT OF EDUCATION,,,,,,,,1555 WASHINGTON ST,BLAIR,NE,68008,,1,-10,False,PCB,"Party, Candidate or Ballot Question Commitee"
182,756,06CAC00948,CAC,Candidate Committee,COMMITTEE TO ELECT GARY A. BARNARD,,,,,,,,105 REGENCY DRIVE,BEATRICE,NE,68310,,1,5287,False,PCB,"Party, Candidate or Ballot Question Commitee"
183,757,06CAC00950,CAC,Candidate Committee,MERCER FOR NRD,,,,,,,,3385 EAST 11TH ST,KEARNEY,NE,68847,,1,44554,False,PCB,"Party, Candidate or Ballot Question Commitee"
184,758,06CAC00951,CAC,Candidate Committee,COMMITTEE TO ELECT FADEN,,,1.0,,,,,1640 S 58TH ST,LINCOLN,NE,68506,,1,5568,False,PCB,"Party, Candidate or Ballot Question Commitee"
185,759,06CAC00952,CAC,Candidate Committee,FRED CONLEY FOR NRD BOARD,1.0,,,,,,,NOT A REGISTERED COMMITTEE,MILLER,NE,68858,,1,-10,False,PCB,"Party, Candidate or Ballot Question Commitee"
186,760,06CAC00953,CAC,Candidate Committee,JOHN CONLEY FOR NRD BOARD,1.0,,,,,,,NOT A REGISTERED COMMITTEE,MILLER,NE,68858,,1,15263,False,PCB,"Party, Candidate or Ballot Question Commitee"
187,761,06CAC00954,CAC,Candidate Committee,TIM FOWLER FOR NRD BOARD,1.0,,,,,,,NOT A REGISTERED COMMITTEE,MILLER,NE,68858,,1,-10,False,PCB,"Party, Candidate or Ballot Question Commitee"
188,762,06CAC00955,CAC,Candidate Committee,WITEK FOR AUDITOR (2006),,,,,,,,5179 S 147TH CIRCLE,OMAHA,NE,68137,,1,43316,False,PCB,"Party, Candidate or Ballot Question Commitee"
189,763,06CAC00956,CAC,Candidate Committee,JOHN CONLEY FOR NRD#4,1.0,,,,,,,NOT A REGISTERED COMMITTEE,OMAHA,NE,68114,,1,15263,False,PCB,"Party, Candidate or Ballot Question Commitee"
190,765,06CAC00963,CAC,Candidate Committee,UHE FOR METRO COLLEGE BOARD,,,,,,,,307 E 7TH STREET,PAPILLION,NE,68046,,1,5578,False,PCB,"Party, Candidate or Ballot Question Commitee"
191,767,06CAC00970,CAC,Candidate Committee,BARB NICHOLS FOR NRD,1.0,,,,,,,NOT A REGISTERED COMMITTEE,OMAHA,NE,68130,,1,-10,False,PCB,"Party, Candidate or Ballot Question Commitee"
192,768,06CAC00974,CAC,Candidate Committee,MIKE MEISTER FOR COUNTY ATTORNEY,1.0,,,,,,,,ZIP NOT VALID,NE,68500,,1,-10,False,PCB,"Party, Candidate or Ballot Question Commitee"
193,769,06CAC00976,CAC,Candidate Committee,JEFF WALLIN FOR URNRD,,,1.0,,,,,142 YUCCA DR.,IMPERIAL,NE,69033,,1,5580,False,PCB,"Party, Candidate or Ballot Question Commitee"
194,770,06CAC00977,CAC,Candidate Committee,WEIMER FOR COUNTY ATTORNEY,,,,,,,,1405 O STREET,GERING,NE,69341,,1,5073,False,PCB,"Party, Candidate or Ballot Question Commitee"
195,775,06CAC00982,CAC,Candidate Committee,JAMES BROWN FOR METRO COMMUNITY COLLEGE,,,1.0,,,,,,,,,,1,-10,False,PCB,"Party, Candidate or Ballot Question Commitee"
196,776,06CAC00985,CAC,Candidate Committee,LOEWENSTEIN FOR SUPERVISOR,,,,,,,,211 EAST 48TH,KEARNEY,NE,68845,,1,45571,False,PCB,"Party, Candidate or Ballot Question Commitee"
197,777,06CAC00986,CAC,Candidate Committee,MARSHA BABCOCK FOR COUNTY COMMISSIONER,,,1.0,,,,,3909 310TH ST,ELMWOOD,NE,68349,,1,5169,False,PCB,"Party, Candidate or Ballot Question Commitee"
198,781,06CAC00990,CAC,Candidate Committee,MEL CHRISTENSEN FOR SHERIFF,,,,,,,,802 W CANDICE ST,VALENTINE,NE,69201,,1,43928,False,PCB,"Party, Candidate or Ballot Question Commitee"
199,782,06CAC00991,CAC,Candidate Committee,FRIPP FOR SCHOOL BOARD COMMITTEE,,,,,,,,2911 HALIFAX DR.,BELLEVUE,NE,68123,,1,5585,False,PCB,"Party, Candidate or Ballot Question Commitee"
200,785,06CAC00995,CAC,Candidate Committee,JAMES BROWN FOR METRO COMMUNITY COLLEGE,,,1.0,,,,,4971 MIAMI STREET,OMAHA,NE,68104,,1,5586,False,PCB,"Party, Candidate or Ballot Question Commitee"
201,786,06CAC00996,CAC,Candidate Committee,TED PIEPHO FOR COUNTY CLERK,1.0,,,,,,,NOT A REGISTERED COMMITTEE,MILLER,NE,68858,,1,-10,False,PCB,"Party, Candidate or Ballot Question Commitee"
202,787,06CAC00997,CAC,Candidate Committee,MARY GOODMAN GAMBLE FOR CLERK,1.0,,,,,,,NOT A REGISTERED COMMITTEE,MILLER,NE,68858,,1,-10,False,PCB,"Party, Candidate or Ballot Question Commitee"
203,788,06CAC00998,CAC,Candidate Committee,BILL ROHDE FOR COUNTY COMM,1.0,,,,,,,NOT A REGISTERED COMMITTEE,MILLER,NE,68858,,1,-10,False,PCB,"Party, Candidate or Ballot Question Commitee"
204,789,06CAC00999,CAC,Candidate Committee,FRED DENKER FOR CTYCOMMISSIONER,1.0,,,,,,,NOT A REGISTERED COMMITTEE,MILLER,NE,68858,,1,43466,False,PCB,"Party, Candidate or Ballot Question Commitee"
205,790,06CAC01000,CAC,Candidate Committee,ANDY MAHONEY FOR BELLEVUE CITY COUNCIL,1.0,,,,,,,,ZIP NOT VALID,NE,00000,,1,-10,False,PCB,"Party, Candidate or Ballot Question Commitee"
206,791,06CAC01001,CAC,Candidate Committee,JERRY HALL PAPILLION LAVISTA SCHOOL BOARD,1.0,,,,,,,,ZIP NOT VALID,NE,00000,,1,-10,False,PCB,"Party, Candidate or Ballot Question Commitee"
207,792,06CAC01002,CAC,Candidate Committee,NINA WORFORD FOR BELLEVUE SCHOOL BOARD,1.0,,,,,,,,ZIP NOT VALID,NE,00000,,1,-10,False,PCB,"Party, Candidate or Ballot Question Commitee"
208,793,06CAC01003,CAC,Candidate Committee,GENE JAWORSKI CITY COUNCIL,1.0,,,,,,,,ZIP NOT VALID,NE,00000,,1,-10,False,PCB,"Party, Candidate or Ballot Question Commitee"
209,794,06CAC01004,CAC,Candidate Committee,SCOTT KUEHL SCHOOL BOARD,1.0,,,,,,,,ZIP NOT VALID,NE,00000,,1,-10,False,PCB,"Party, Candidate or Ballot Question Commitee"
210,795,06CAC01005,CAC,Candidate Committee,N.R.D. COMMITTEE FOR SHELDON,,,,,,,,610 E 96TH ST,KEARNEY,NE,68847,,1,5588,False,PCB,"Party, Candidate or Ballot Question Commitee"
211,797,06CAC01007,CAC,Candidate Committee,FRIENDS FOR LYNN CRONK,,,1.0,,,,,2806 PIONEER BLVD.,GRAND ISLAND,NE,68803,,1,5594,False,PCB,"Party, Candidate or Ballot Question Commitee"
212,798,06CAC01009,CAC,Candidate Committee,JOHN SPATZ FOR CITY COUNCIL,,,1.0,,,,,1505 MORELAND CT,LINCOLN,NE,68521,1.0,1,5598,False,PCB,"Party, Candidate or Ballot Question Commitee"
213,799,06CAC01010,CAC,Candidate Committee,TONY FULTON FOR LEGISLATURE (2008),,,,,,,,6100 S. 31ST STREET,LINCOLN,NE,68516,1.0,1,-10,False,PCB,"Party, Candidate or Ballot Question Commitee"
214,5604,06IRC00459,IRC,Independent Reporting Committee,CITIZENS FOR THE SCHOOL-PRAGUE,1.0,,,,,,,210 N HIGHWAY AVENUE,PRAGUE,NE,68050,,1,-10,False,PCB,"Party, Candidate or Ballot Question Commitee"
215,5612,06IRC00469,IRC,Independent Reporting Committee,NE PUBLIC SAFETY UNITED,,,,,,,,13445 CRYER AVE,OMAHA,NE,68144,1.0,1,-10,False,BLO,"Business, Corporation or Labor Union"
216,5613,06IRC00470,IRC,Independent Reporting Committee,NEBRASKANS UNITED FOR OUR FUTURE,,,,,,,,"233 S 13TH STREET, SUITE 700",LINCOLN,NE,68508,,1,-10,False,PCB,"Party, Candidate or Ballot Question Commitee"
217,5614,06IRC00471,IRC,Independent Reporting Committee,CITIZENS FOR A SAFER OMAHA,,,,,,,,"1120 K STREET, SUITE 200",LINCOLN,NE,68508,,1,-10,False,PCB,"Party, Candidate or Ballot Question Commitee"
218,5615,06IRC00472,IRC,Independent Reporting Committee,NEBRASKANS FOR TAX EQUITY AND FAIRNESS,,,,,,,,"1120 K STREET, SUITE 200",LINCOLN,NE,68508,,1,-10,False,PCB,"Party, Candidate or Ballot Question Commitee"
219,5616,06IRC00473,IRC,Independent Reporting Committee,CITIZENS FOR BETTER DOUGLAS COUNTY GOVERNMENT,,,,,,,,4702 SHIRLEY ST,OMAHA,NE,68106,,1,-10,False,PCB,"Party, Candidate or Ballot Question Commitee"
220,5617,06IRC00474,IRC,Independent Reporting Committee,NEW DIRECTION PROJECT,,,,,,,,1150 N 14TH ST STE 512,LINCOLN,NE,68508,,1,-10,False,PCB,"Party, Candidate or Ballot Question Commitee"
221,5618,06IRC00475,IRC,Independent Reporting Committee,NEBRASKANS FOR RESPONSIBLE GOVERNMENT,,,,,,,,"1120 K STREET, SUITE 200",LINCOLN,NE,68508,,1,-10,False,PCB,"Party, Candidate or Ballot Question Commitee"
222,5619,06PAC00148,PAC,Political Action Committee,SAUNDERS COUNTY LAW ENFORCEMENT CENTER COMMITTEE,,,,,,,,815 DECH ST,ITHACA,NE,68033,,1,-10,False,PAC,Political Action Committee
223,5620,06PAC00149,PAC,Political Action Committee,AMERICAN COUNCIL OF ENGINEERING COMP-NE PAC (ACEC),,,,,,,,211 N 14TH STREET,LINCOLN,NE,68508,1.0,1,-10,False,PAC,Political Action Committee
224,5621,06PAC00150,PAC,Political Action Committee,NE TELECOMMUNICATIONS ASSOCIATION PAC (NTA),,,,,,,,"233 SOUTH 13TH STREET, STE 801",LINCOLN,NE,68508,1.0,1,-10,False,PAC,Political Action Committee
225,5622,07BQC00147,BQC,Ballot Question Committee,,,,,,,,,,,,,,1,-10,False,PCB,"Party, Candidate or Ballot Question Commitee"
226,5623,07BQC00149,BQC,Ballot Question Committee,NEIGHBORS FOR BETTER EDUCATION,,,,,,,,1510 AVE. O,SCOTTSBLUFF,NE,69361,,1,-10,False,PCB,"Party, Candidate or Ballot Question Commitee"
227,5624,07BQC00150,BQC,Ballot Question Committee,LINCOLN LIAISON COMMITTEE,,,1.0,,,,,6300 CORNHUSKER HWY,LINCOLN,NE,68507,,1,-10,False,PCB,"Party, Candidate or Ballot Question Commitee"
228,5625,07BQC00151,BQC,Ballot Question Committee,FRIENDS OF FAIRBURY KIDS,1.0,,,,,,,NOT A REGISTERED COMMITTEE,FAIRBURY,NE,68352,,1,-10,False,PCB,"Party, Candidate or Ballot Question Commitee"
229,5626,07BQC00152,BQC,Ballot Question Committee,FRIENDS OF EDUCATION,,,,,,,,1813 Q STREET,AUBURN,NE,68305,,1,-10,False,PCB,"Party, Candidate or Ballot Question Commitee"
230,5627,07BQC00153,BQC,Ballot Question Committee,CONCERNED CITIZENS FOR RESPONSIBLE GOV.,,,,,,,,19818 EWEL. COURT,PLATTSMOUTH,NE,68048,,1,-10,False,PCB,"Party, Candidate or Ballot Question Commitee"
231,5628,07BQC00155,BQC,Ballot Question Committee,L.I.F.E. COMMITTEE/LAKEVIEW BOND CAMPAIGN,,,,,,,,NOT A REGISTURED COMMITTEE,LINCOLN,NE,68510,,1,-10,False,PCB,"Party, Candidate or Ballot Question Commitee"
232,5629,07BQC00156,BQC,Ballot Question Committee,KIDS FIRST ( NOT A REGISTERED COMMITTEE,,,,,,,,56575 JADE ROAD,FAIRBURY,NE,68352,,1,-10,False,PCB,"Party, Candidate or Ballot Question Commitee"
233,5630,07BQC00158,BQC,Ballot Question Committee,LAKEVIEW IMPROVING FUTURE EDUCATION,,,,,,,,4622 CONNER DRIVE,COLUMBUS,NE,68601,,1,-10,False,PCB,"Party, Candidate or Ballot Question Commitee"
234,5631,07BQC00160,BQC,Ballot Question Committee,MOVING GERING FORWARD,,,,,,,,1765 21ST STREET,GERING,NE,69341-0243,,1,-10,False,PCB,"Party, Candidate or Ballot Question Commitee"
235,5632,07BQC00161,BQC,Ballot Question Committee,,,,,,,,,,,,,,1,-10,False,PCB,"Party, Candidate or Ballot Question Commitee"
236,5634,07BQC00163,BQC,Ballot Question Committee,CITIZENS FOR BUILDING OUR FUTURE 2007,,,,,,,,1660 SUMMIT DRIVE,SIDNEY,NE,69162,,1,-10,False,PCB,"Party, Candidate or Ballot Question Commitee"
237,5635,07BQC00164,BQC,Ballot Question Committee,CITIZENS FOR RESTORING RESPONSIBLE GOVERNMENT,,,1.0,,,,,"422 E ST. STE. 5, PO BOX 18",FAIRBURY,NE,68352,,1,-10,False,PCB,"Party, Candidate or Ballot Question Commitee"
238,5636,07BQC00166,BQC,Ballot Question Committee,DORCHESTER SCHOOL IMPROVEMENT PROJECT,1.0,,,,,,,NOT A REGISTERED COMMITTEE,DORCHESTER,NE,68343,,1,-10,False,PCB,"Party, Candidate or Ballot Question Commitee"
239,5637,07BQC00167,BQC,Ballot Question Committee,SCHUYLER EDUCATION COMMITTEE,1.0,,,,,,,NOT A REGISTERED COMMITTEE,SCHUYLER,NE,68661,,1,-10,False,PCB,"Party, Candidate or Ballot Question Commitee"
